Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes
colv,2011,7-Jun-11,north,sn10,20,40,40,100,bwilkinson,NA
colv,2011,11-Jun-11,north,sn2,0,50,50,100,bwilkinson,NA
colv,2011,22-Jun-11,north,sn3,0,50,50,100,tdonnelly,NA
colv,2011,29-Jun-11,north,sn2,0,50,50,100,dpavlik,NA
colv,2011,29-Jun-11,north,sn3,0,50,50,100,dpavlik,NA
colv,2011,6-Jul-11,north,sn3,0,50,50,100,bwilkinson,NA
colv,2012,19-May-12,south,ss2,100,0,0,100,dpavlik,NA
colv,2012,19-May-12,south,ss3,100,0,0,100,dpavlik,NA
colv,2012,19-May-12,south,ss5,100,0,0,100,dpavlik,NA
colv,2012,19-May-12,south,ss7,100,0,0,100,dpavlik,NA
colv,2012,19-May-12,south,ss9,100,0,0,100,dpavlik,NA
colv,2012,19-May-12,north,sn6,100,0,0,100,tdonnelly,NA
colv,2012,19-May-12,north,sn7,100,0,0,100,tdonnelly,NA
colv,2012,19-May-12,north,sn9,100,0,0,100,tdonnelly,NA
colv,2012,21-May-12,north,sn6,100,0,0,100,dpavlik,NA
colv,2012,21-May-12,north,sn7,100,0,0,100,dpavlik,NA
colv,2012,21-May-12,north,sn9,100,0,0,100,dpavlik,NA
colv,2012,23-May-12,north,sn6,100,0,0,100,tdonnelly,NA
colv,2012,23-May-12,north,sn7,100,0,0,100,tdonnelly,NA
colv,2012,23-May-12,north,sn9,100,0,0,100,tdonnelly,NA
colv,2012,25-May-12,north,sn7,100,0,0,100,dpavlik,NA
colv,2012,25-May-12,north,sn9,100,0,0,100,dpavlik,NA
colv,2012,25-May-12,south,ss2,60,20,20,100,tdonnelly,NA
colv,2012,27-May-12,south,ss5,90,5,5,100,dpavlik,NA
colv,2012,27-May-12,south,ss7,100,0,0,100,dpavlik,NA
colv,2012,27-May-12,north,sn10,100,0,0,100,tdonnelly,NA
colv,2012,27-May-12,north,sn4,100,0,0,100,tdonnelly,NA
colv,2012,27-May-12,north,sn7,100,0,0,100,tdonnelly,NA
colv,2012,29-May-12,north,sn7,100,0,0,100,dpavlik,NA
colv,2012,29-May-12,south,ss2,80,10,10,100,tdonnelly,NA
colv,2012,29-May-12,south,ss3,80,10,10,100,tdonnelly,NA
colv,2012,31-May-12,south,ss3,80,10,10,100,dpavlik,NA
colv,2012,2-Jun-12,north,sn4,90,5,5,100,dpavlik,NA
colv,2012,4-Jun-12,south,ss2,30,35,35,100,dpavlik,NA
colv,2012,6-Jun-12,south,ss6,10,45,45,100,bwilkinson,NA
colv,2012,8-Jun-12,south,ss9,0,50,50,100,bwilkinson,NA
colv,2012,8-Jun-12,north,sn6,0,50,50,100,dpavlik,quadrat part of landfill (no tundra)
colv,2012,1-Jul-12,north,sn2,0,50,50,100,bwilkinson,NA
colv,2012,8-Jul-12,north,sn2,0,50,50,100,bwilkinson,NA
colv,2012,15-Jul-12,north,sn9,0,50,50,100,dpavlik,NA
colv,2013,18-May-13,north,sn10,100,0,0,100,khogrefe,NA
colv,2013,18-May-13,north,sn2,100,0,0,100,khogrefe,NA
colv,2013,18-May-13,north,sn4,100,0,0,100,khogrefe,NA
colv,2013,18-May-13,north,sn5,100,0,0,100,khogrefe,NA
colv,2013,18-May-13,north,sn6,100,0,0,100,khogrefe,NA
colv,2013,18-May-13,north,sn7,100,0,0,100,khogrefe,NA
colv,2013,18-May-13,north,sn8,100,0,0,100,khogrefe,NA
colv,2013,18-May-13,north,sn9,100,0,0,100,khogrefe,NA
colv,2013,18-May-13,south,ss1,100,0,0,100,tdonnelly,NA
colv,2013,18-May-13,south,ss10,100,0,0,100,tdonnelly,NA
colv,2013,18-May-13,south,ss2,100,0,0,100,tdonnelly,NA
colv,2013,18-May-13,south,ss3,100,0,0,100,tdonnelly,NA
colv,2013,18-May-13,south,ss4,100,0,0,100,tdonnelly,NA
colv,2013,18-May-13,south,ss5,100,0,0,100,tdonnelly,NA
colv,2013,18-May-13,south,ss6,100,0,0,100,tdonnelly,NA
colv,2013,18-May-13,south,ss7,100,0,0,100,tdonnelly,NA
colv,2013,18-May-13,south,ss8,100,0,0,100,tdonnelly,NA
colv,2013,18-May-13,south,ss9,100,0,0,100,tdonnelly,NA
colv,2013,21-May-13,south,ss2,100,0,0,100,khogrefe,NA
colv,2013,21-May-13,south,ss7,100,0,0,100,khogrefe,NA
colv,2013,21-May-13,north,sn4,100,0,0,100,tdonnelly,NA
colv,2013,21-May-13,north,sn5,100,0,0,100,tdonnelly,NA
colv,2013,21-May-13,north,sn6,100,0,0,100,tdonnelly,NA
colv,2013,21-May-13,north,sn7,100,0,0,100,tdonnelly,NA
colv,2013,21-May-13,north,sn9,100,0,0,100,tdonnelly,NA
colv,2013,24-May-13,south,ss2,100,0,0,100,tdonnelly,NA
colv,2013,24-May-13,south,ss7,100,0,0,100,tdonnelly,NA
colv,2013,25-May-13,north,sn5,100,0,0,100,khogrefe,NA
colv,2013,25-May-13,north,sn6,100,0,0,100,khogrefe,NA
colv,2013,25-May-13,north,sn7,100,0,0,100,khogrefe,NA
colv,2013,25-May-13,north,sn9,100,0,0,100,khogrefe,NA
colv,2013,28-May-13,south,ss2,100,0,0,100,khogrefe,NA
colv,2013,28-May-13,north,sn6,100,0,0,100,tdonnelly,NA
colv,2013,28-May-13,north,sn9,100,0,0,100,tdonnelly,NA
colv,2013,30-May-13,north,sn6,100,0,0,100,bwilkinson,NA
colv,2013,30-May-13,north,sn7,100,0,0,100,bwilkinson,NA
colv,2013,30-May-13,north,sn9,100,0,0,100,bwilkinson,NA
colv,2013,30-May-13,south,ss2,100,0,0,100,bwilkinson,NA
colv,2013,30-May-13,south,ss7,100,0,0,100,bwilkinson,NA
colv,2013,1-Jun-13,south,ss2,100,0,0,100,bwilkinson,NA
colv,2013,1-Jun-13,north,sn4,100,0,0,100,rharned,NA
colv,2013,1-Jun-13,north,sn5,100,0,0,100,rharned,NA
colv,2013,1-Jun-13,north,sn6,100,0,0,100,rharned,NA
colv,2013,3-Jun-13,north,sn3,50,25,25,100,scarvey,NA
colv,2013,3-Jun-13,north,sn5,100,0,0,100,scarvey,NA
colv,2013,5-Jun-13,south,ss2,100,0,0,100,bwilkinson,NA
colv,2013,5-Jun-13,south,ss6,60,20,20,100,bwilkinson,NA
colv,2013,5-Jun-13,north,sn8,100,0,0,100,scarvey,NA
colv,2013,7-Jun-13,south,ss2,100,0,0,100,bwilkinson,NA
colv,2013,7-Jun-13,north,sn5,100,0,0,100,rharned,NA
eaba,2013,15-Jun-13,NA,sno01,80,10,10,100,akataluk-primeau/egirard,NA
ebmain,2012,11-Jun-12,NA,3,70,15,15,100,mmccloskey,NA
ebmain,2012,11-Jun-12,NA,5,90,5,5,100,mmccloskey,NA
ebmain,2012,14-Jun-12,NA,5,70,15,15,100,aprimeau,NA
ebmain,2012,23-Jun-12,NA,7,0,50,50,100,mmccloskey,NA
ebmain,2012,30-Jun-12,NA,6,0,50,50,100,aprimeau,NA
ebmain,2012,8-Jul-12,NA,3,0,50,50,100,mmccloskey,NA
ikpi,2013,7-Jun-13,3,5,0,50,50,100,"acook, ojames, epayne",NA
ikpi,2013,8-Jun-13,1,39,0,50,50,100,acook,NA
ikpi,2013,8-Jun-13,2,19,0,50,50,100,acook,NA
ikpi,2013,8-Jun-13,2,21,0,50,50,100,acook,NA
ikpi,2013,19-Jun-13,1,11,0,50,50,100,epayne,NA
ikpi,2013,19-Jun-13,1,7,0,50,50,100,epayne,NA
ikpi,2013,19-Jun-13,1,9,0,50,50,100,epayne,NA
ikpi,2013,19-Jun-13,2,40,0,50,50,100,epayne,NA
ikpi,2013,19-Jun-13,3,10,0,50,50,100,epayne,NA
ikpi,2013,30-Jun-13,1,9,0,50,50,100,ojames,NA
ikpi,2013,30-Jun-13,2,40,0,50,50,100,ojames,NA
ikpi,2013,6-Jul-13,1,2,0,50,50,100,acook,NA
ikpi,2013,6-Jul-13,1,6,0,50,50,100,acook,NA
ikpi,2013,6-Jul-13,1,9,0,50,50,100,acook,NA
ikpi,2013,6-Jul-13,3,4,0,50,50,100,acook,NA
ikpi,2013,6-Jul-13,2,40,0,50,50,100,epayne,NA
ikpi,2013,16-Jul-13,2,40,0,50,50,100,ojames,NA
ikpi,2011,5-Jun-11,4,29,40,30,30,100,acook,NA
ikpi,2011,5-Jun-11,4,33,0,50,50,100,acook,NA
ikpi,2011,5-Jun-11,4,35,0,50,50,100,acook,NA
ikpi,2011,5-Jun-11,4,8,40,30,30,100,acook,NA
ikpi,2011,5-Jun-11,2,18,0,50,50,100,jwright,NA
ikpi,2011,5-Jun-11,2,22,20,40,40,100,jwright,NA
ikpi,2011,5-Jun-11,2,38,0,50,50,100,jwright,NA
ikpi,2011,5-Jun-11,3,11,60,20,20,100,kpietrzak,NA
ikpi,2011,5-Jun-11,3,2,20,40,40,100,kpietrzak,NA
ikpi,2011,5-Jun-11,3,7,20,40,40,100,kpietrzak,NA
ikpi,2011,5-Jun-11,1,15,0,50,50,100,mmudge,NA
ikpi,2011,5-Jun-11,1,33,20,40,40,100,mmudge,NA
ikpi,2011,5-Jun-11,1,39,0,50,50,100,mmudge,NA
ikpi,2011,6-Jun-11,7,11,20,40,40,100,acook,NA
ikpi,2011,6-Jun-11,7,13,40,30,30,100,acook,NA
ikpi,2011,6-Jun-11,7,14,60,20,20,100,acook,NA
ikpi,2011,6-Jun-11,7,21,20,40,40,100,acook,NA
ikpi,2011,6-Jun-11,7,26,20,40,40,100,acook,NA
ikpi,2011,6-Jun-11,8,12,0,50,50,100,jwright,NA
ikpi,2011,6-Jun-11,8,27,60,20,20,100,jwright,NA
ikpi,2011,6-Jun-11,8,33,0,50,50,100,jwright,NA
ikpi,2011,6-Jun-11,8,34,0,50,50,100,jwright,NA
ikpi,2011,6-Jun-11,8,36,0,50,50,100,jwright,NA
ikpi,2011,6-Jun-11,6,11,0,50,50,100,kpietrzak,NA
ikpi,2011,6-Jun-11,6,13,0,50,50,100,kpietrzak,NA
ikpi,2011,6-Jun-11,6,25,40,30,30,100,kpietrzak,NA
ikpi,2011,6-Jun-11,6,7,0,50,50,100,kpietrzak,NA
ikpi,2011,6-Jun-11,5,10,20,40,40,100,mmudge,NA
ikpi,2011,6-Jun-11,5,36,0,50,50,100,mmudge,NA
ikpi,2011,6-Jun-11,5,40,0,50,50,100,mmudge,NA
ikpi,2011,7-Jun-11,12,12,0,50,50,100,acook,NA
ikpi,2011,7-Jun-11,12,2,20,40,40,100,acook,NA
ikpi,2011,7-Jun-11,12,24,0,50,50,100,acook,NA
ikpi,2011,7-Jun-11,12,31,0,50,50,100,acook,NA
ikpi,2011,7-Jun-11,12,35,0,50,50,100,acook,NA
ikpi,2011,7-Jun-11,12,37,0,50,50,100,acook,NA
ikpi,2011,7-Jun-11,11,13,20,40,40,100,jwright,NA
ikpi,2011,7-Jun-11,11,32,0,50,50,100,jwright,NA
ikpi,2011,7-Jun-11,11,35,0,50,50,100,jwright,NA
ikpi,2011,7-Jun-11,9,39,40,30,30,100,kpietrzak,NA
ikpi,2011,7-Jun-11,10,28,100,0,0,100,mmudge,NA
ikpi,2011,7-Jun-11,10,30,100,0,0,100,mmudge,NA
ikpi,2011,7-Jun-11,10,32,100,0,0,100,mmudge,NA
ikpi,2011,7-Jun-11,10,5,20,40,40,100,mmudge,NA
ikpi,2011,10-Jun-11,3,11,0,50,50,100,acook,NA
ikpi,2011,10-Jun-11,3,2,20,40,40,100,acook,NA
ikpi,2011,10-Jun-11,3,20,20,40,40,100,acook,NA
ikpi,2011,10-Jun-11,3,23,40,30,30,100,acook,NA
ikpi,2011,10-Jun-11,3,5,20,40,40,100,acook,NA
ikpi,2011,10-Jun-11,2,18,0,50,50,100,jwright,NA
ikpi,2011,10-Jun-11,2,22,0,50,50,100,jwright,NA
ikpi,2011,10-Jun-11,4,33,0,50,50,100,kpietrzak,NA
ikpi,2011,10-Jun-11,4,35,0,50,50,100,kpietrzak,NA
ikpi,2011,10-Jun-11,4,8,40,30,30,100,kpietrzak,NA
ikpi,2011,10-Jun-11,1,10,0,50,50,100,mmudge,NA
ikpi,2011,11-Jun-11,5,3,0,50,50,100,acook,NA
ikpi,2011,11-Jun-11,6,11,0,50,50,100,jwright,NA
ikpi,2011,11-Jun-11,6,13,0,50,50,100,jwright,NA
ikpi,2011,11-Jun-11,6,25,20,40,40,100,jwright,NA
ikpi,2011,11-Jun-11,6,7,0,50,50,100,jwright,NA
ikpi,2011,11-Jun-11,8,12,0,50,50,100,kpietrzak,NA
ikpi,2011,11-Jun-11,8,21,20,40,40,100,kpietrzak,NA
ikpi,2011,11-Jun-11,8,33,0,50,50,100,kpietrzak,NA
ikpi,2011,11-Jun-11,8,34,0,50,50,100,kpietrzak,NA
ikpi,2011,11-Jun-11,8,36,0,50,50,100,kpietrzak,NA
ikpi,2011,11-Jun-11,7,5,20,40,40,100,mmudge,NA
ikpi,2011,12-Jun-11,12,12,0,50,50,100,acook,NA
ikpi,2011,12-Jun-11,12,23,0,50,50,100,acook,NA
ikpi,2011,12-Jun-11,12,24,0,50,50,100,acook,NA
ikpi,2011,12-Jun-11,12,27,0,50,50,100,acook,NA
ikpi,2011,12-Jun-11,12,31,0,50,50,100,acook,NA
ikpi,2011,12-Jun-11,12,35,0,50,50,100,acook,NA
ikpi,2011,12-Jun-11,12,37,0,50,50,100,acook,NA
ikpi,2011,12-Jun-11,12,4,0,50,50,100,acook,NA
ikpi,2011,12-Jun-11,11,13,0,50,50,100,jwright,NA
ikpi,2011,12-Jun-11,11,21,20,40,40,100,jwright,NA
ikpi,2011,12-Jun-11,11,22,0,50,50,100,jwright,NA
ikpi,2011,12-Jun-11,11,27,0,50,50,100,jwright,NA
ikpi,2011,12-Jun-11,11,32,0,50,50,100,jwright,NA
ikpi,2011,12-Jun-11,11,35,0,50,50,100,jwright,NA
ikpi,2011,12-Jun-11,9,11,20,40,40,100,kpietrzak,NA
ikpi,2011,12-Jun-11,9,39,20,40,40,100,kpietrzak,NA
ikpi,2011,12-Jun-11,9,4,20,40,40,100,kpietrzak,NA
ikpi,2011,12-Jun-11,10,28,100,0,0,100,mmudge,NA
ikpi,2011,12-Jun-11,10,30,100,0,0,100,mmudge,NA
ikpi,2011,12-Jun-11,10,33,40,30,30,100,mmudge,NA
ikpi,2011,12-Jun-11,10,34,60,20,20,100,mmudge,NA
ikpi,2011,12-Jun-11,10,36,20,40,40,100,mmudge,NA
ikpi,2011,15-Jun-11,3,1,0,50,50,100,acook,NA
ikpi,2011,15-Jun-11,3,11,0,50,50,100,acook,NA
ikpi,2011,15-Jun-11,3,20,0,50,50,100,acook,NA
ikpi,2011,15-Jun-11,3,3,0,50,50,100,acook,NA
ikpi,2011,15-Jun-11,2,11,0,50,50,100,jwright,NA
ikpi,2011,15-Jun-11,2,13,0,50,50,100,jwright,NA
ikpi,2011,15-Jun-11,2,18,0,50,50,100,jwright,NA
ikpi,2011,15-Jun-11,2,22,0,50,50,100,jwright,NA
ikpi,2011,15-Jun-11,2,29,0,50,50,100,jwright,NA
ikpi,2011,15-Jun-11,2,31,0,50,50,100,jwright,NA
ikpi,2011,15-Jun-11,2,37,0,50,50,100,jwright,NA
ikpi,2011,15-Jun-11,4,33,0,50,50,100,kpietrzak,NA
ikpi,2011,15-Jun-11,4,35,0,50,50,100,kpietrzak,NA
ikpi,2011,15-Jun-11,4,6,0,50,50,100,kpietrzak,NA
ikpi,2011,15-Jun-11,1,10,0,50,50,100,mmudge,NA
ikpi,2011,15-Jun-11,1,12,0,50,50,100,mmudge,NA
ikpi,2011,15-Jun-11,1,13,0,50,50,100,mmudge,NA
ikpi,2011,16-Jun-11,5,3,0,50,50,100,acook,NA
ikpi,2011,16-Jun-11,5,36,0,50,50,100,acook,NA
ikpi,2011,16-Jun-11,5,5,0,50,50,100,acook,NA
ikpi,2011,16-Jun-11,5,8,0,50,50,100,acook,NA
ikpi,2011,16-Jun-11,8,33,0,50,50,100,jwright,NA
ikpi,2011,16-Jun-11,8,34,0,50,50,100,jwright,NA
ikpi,2011,16-Jun-11,8,36,0,50,50,100,jwright,NA
ikpi,2011,16-Jun-11,6,13,0,50,50,100,kpietrzak,NA
ikpi,2011,16-Jun-11,6,7,0,50,50,100,kpietrzak,NA
ikpi,2011,16-Jun-11,7,22,0,50,50,100,mmudge,NA
ikpi,2011,16-Jun-11,7,24,0,50,50,100,mmudge,based om MODIS imagery
ikpi,2011,17-Jun-11,12,23,0,50,50,100,acook,NA
ikpi,2011,17-Jun-11,11,14,0,50,50,100,jwright,NA
ikpi,2011,17-Jun-11,11,21,0,50,50,100,jwright,NA
ikpi,2011,17-Jun-11,11,22,0,50,50,100,jwright,NA
ikpi,2011,17-Jun-11,11,27,0,50,50,100,jwright,NA
ikpi,2011,17-Jun-11,11,31,0,50,50,100,jwright,NA
ikpi,2011,17-Jun-11,11,35,0,50,50,100,jwright,NA
ikpi,2011,17-Jun-11,11,6,0,50,50,100,jwright,NA
ikpi,2011,17-Jun-11,11,7,0,50,50,100,jwright,NA
ikpi,2011,17-Jun-11,9,12,0,50,50,100,kpietrzak,NA
ikpi,2011,17-Jun-11,10,28,100,0,0,100,mmudge,NA
ikpi,2011,17-Jun-11,10,36,0,50,50,100,mmudge,NA
ikpi,2011,17-Jun-11,10,5,0,50,50,100,mmudge,NA
ikpi,2011,21-Jun-11,3,14,0,50,50,100,acook,NA
ikpi,2011,21-Jun-11,3,15,0,50,50,100,acook,NA
ikpi,2011,21-Jun-11,3,16,0,50,50,100,acook,NA
ikpi,2011,21-Jun-11,3,17,0,50,50,100,acook,NA
ikpi,2011,21-Jun-11,3,2,0,50,50,100,acook,NA
ikpi,2011,21-Jun-11,3,5,0,50,50,100,acook,NA
ikpi,2011,21-Jun-11,3,9,0,50,50,100,acook,NA
ikpi,2011,21-Jun-11,2,22,0,50,50,100,jwright,NA
ikpi,2011,21-Jun-11,2,3,0,50,50,100,jwright,NA
ikpi,2011,21-Jun-11,4,2,0,50,50,100,kpietrzak,NA
ikpi,2011,21-Jun-11,4,32,0,50,50,100,kpietrzak,NA
ikpi,2011,21-Jun-11,1,1,0,50,50,100,mmudge,NA
ikpi,2011,21-Jun-11,1,5,0,50,50,100,mmudge,NA
ikpi,2011,21-Jun-11,1,7,0,50,50,100,mmudge,NA
ikpi,2011,21-Jun-11,1,8,0,50,50,100,mmudge,NA
ikpi,2011,22-Jun-11,5,30,0,50,50,100,acook,NA
ikpi,2011,22-Jun-11,5,32,0,50,50,100,acook,NA
ikpi,2011,22-Jun-11,5,4,0,50,50,100,acook,NA
ikpi,2011,22-Jun-11,8,12,0,50,50,100,jwright,NA
ikpi,2011,22-Jun-11,6,15,0,50,50,100,kpietrzak,NA
ikpi,2011,22-Jun-11,6,17,0,50,50,100,kpietrzak,NA
ikpi,2011,22-Jun-11,7,13,0,50,50,100,mmudge,NA
ikpi,2011,22-Jun-11,7,22,0,50,50,100,mmudge,NA
ikpi,2011,22-Jun-11,7,24,0,50,50,100,mmudge,NA
ikpi,2011,22-Jun-11,7,3,0,50,50,100,mmudge,NA
ikpi,2011,23-Jun-11,11,19,0,50,50,100,jwright,NA
ikpi,2011,23-Jun-11,11,27,0,50,50,100,jwright,NA
ikpi,2011,23-Jun-11,11,34,0,50,50,100,jwright,NA
ikpi,2011,23-Jun-11,11,35,0,50,50,100,jwright,NA
ikpi,2011,23-Jun-11,11,40,0,50,50,100,jwright,NA
ikpi,2011,23-Jun-11,11,6,0,50,50,100,jwright,NA
ikpi,2011,23-Jun-11,10,36,0,50,50,100,mmudge,NA
ikpi,2011,23-Jun-11,10,5,0,50,50,100,mmudge,NA
ikpi,2011,27-Jun-11,3,6,0,50,50,100,acook,NA
ikpi,2011,27-Jun-11,3,8,0,50,50,100,acook,NA
ikpi,2011,27-Jun-11,2,18,0,50,50,100,jwright,NA
ikpi,2011,27-Jun-11,4,2,0,50,50,100,kpietrzak,NA
ikpi,2011,27-Jun-11,4,39,0,50,50,100,kpietrzak,NA
ikpi,2011,27-Jun-11,1,1,0,50,50,100,mmudge,NA
ikpi,2011,28-Jun-11,5,32,0,50,50,100,acook,NA
ikpi,2011,28-Jun-11,7,22,0,50,50,100,mmudge,NA
ikpi,2011,28-Jun-11,7,3,0,50,50,100,mmudge,NA
ikpi,2011,28-Jun-11,7,36,0,50,50,100,mmudge,NA
ikpi,2011,29-Jun-11,11,37,0,50,50,100,jwright,NA
ikpi,2011,29-Jun-11,11,6,0,50,50,100,jwright,NA
ikpi,2011,29-Jun-11,10,36,0,50,50,100,mmudge,NA
ikpi,2011,29-Jun-11,10,5,0,50,50,100,mmudge,NA
ikpi,2011,3-Jul-11,4,2,0,50,50,100,kpietrzak,NA
ikpi,2011,3-Jul-11,4,31,0,50,50,100,kpietrzak,NA
ikpi,2011,3-Jul-11,4,39,0,50,50,100,kpietrzak,NA
ikpi,2011,3-Jul-11,1,1,0,50,50,100,mmudge,NA
ikpi,2011,3-Jul-11,1,2,0,50,50,100,mmudge,NA
ikpi,2011,3-Jul-11,1,3,0,50,50,100,mmudge,NA
ikpi,2011,3-Jul-11,1,6,0,50,50,100,mmudge,NA
ikpi,2011,3-Jul-11,1,9,0,50,50,100,mmudge,NA
ikpi,2011,4-Jul-11,6,12,0,50,50,100,jwright,NA
ikpi,2011,4-Jul-11,10,36,0,50,50,100,kpietrzak,NA
ikpi,2011,4-Jul-11,10,5,0,50,50,100,kpietrzak,NA
ikpi,2011,4-Jul-11,7,26,0,50,50,100,kpietrzak,NA
ikpi,2011,4-Jul-11,7,3,0,50,50,100,kpietrzak,NA
ikpi,2011,4-Jul-11,7,36,0,50,50,100,kpietrzak,NA
ikpi,2011,4-Jul-11,11,37,0,50,50,100,mmudge,NA
ikpi,2011,4-Jul-11,11,38,0,50,50,100,mmudge,NA
ikpi,2011,9-Jul-11,4,2,0,50,50,100,kpietrzak,NA
ikpi,2011,9-Jul-11,4,31,0,50,50,100,kpietrzak,NA
ikpi,2011,9-Jul-11,4,39,0,50,50,100,kpietrzak,NA
ikpi,2011,10-Jul-11,8,16,0,50,50,100,kpietrzak,NA
ikpi,2011,10-Jul-11,7,36,0,50,50,100,mmudge,NA
ikpi,2011,11-Jul-11,10,36,0,50,50,100,acook,NA
ikpi,2011,11-Jul-11,10,5,0,50,50,100,acook,NA
lkri,2012,30-May-12,1,NA,100,0,0,100,msoloviev,NA
lkri,2013,28-May-13,1,NA,100,0,0,100,msoloviev,NA
made,2011,6-Jun-11,taglu,b8,0,50,50,100,lpirie,NA
made,2011,7-Jun-11,fish a,g6,0,50,50,100,knuyaviak,NA
made,2011,14-Jun-11,fish b,e20,0,50,50,100,knuyaviak,NA
made,2011,15-Jun-11,taglu,k7,0,50,50,100,knuyaviak,NA
made,2012,13-Jun-12,fisha,c16,0,50,50,100,asmith,NA
nome,2011,22-May-11,east,11SN20,80,10,10,100,eescajeda,NA
nome,2011,25-May-11,east,11SN16,40,30,30,100,bksandercock,NA
nome,2011,30-May-11,east,11SN12,0,50,50,100,eescajeda,NA
nome,2011,1-Jun-11,central,11SN05,0,50,50,100,ekwon,NA
nome,2011,1-Jun-11,east,11SN18,0,50,50,100,ekwon,NA
nome,2011,1-Jun-11,west,11SN02,0,50,50,100,ekwon,NA
nome,2011,3-Jun-11,east,11SN13,0,50,50,100,ekwon,NA
nome,2011,3-Jun-11,east,11SN18,0,50,50,100,ekwon,NA
nome,2011,12-Jun-11,central,11SN08,0,50,50,100,ekwon,NA
nome,2011,22-Jun-11,east,11SN13,0,50,50,100,ekwon,NA
nome,2011,22-Jun-11,east,11SN19,0,50,50,100,ekwon,NA
nome,2011,30-Jun-11,east,11SN13,0,50,50,100,ekwon,NA
nome,2011,30-Jun-11,east,11SN19,0,50,50,100,ekwon,NA
nome,2011,20-Jul-11,central,11SN08,0,50,50,100,ekwon,NA
nome,2011,20-Jul-11,east,11SN19,0,50,50,100,ekwon,NA
nome,2012,17-May-12,central,11SN05,100,0,0,100,ekwon,NA
nome,2012,17-May-12,central,11SN11,100,0,0,100,ekwon,NA
nome,2012,17-May-12,east,11SN12,90,5,5,100,ekwon,NA
nome,2012,19-May-12,east,11SN15,40,30,30,100,ekwon,NA
nome,2012,19-May-12,east,11SN16,90,5,5,100,ekwon,NA
nome,2012,19-May-12,west,11SN01,90,5,5,100,ekwon,NA
nome,2012,19-May-12,west,11SN03,90,5,5,100,ekwon,NA
nome,2012,21-May-12,east,11SN15,40,30,30,100,ekwon,NA
nome,2012,21-May-12,east,11SN16,90,5,5,100,ekwon,NA
nome,2012,21-May-12,west,11SN03,90,5,5,100,ekwon,NA
nome,2012,23-May-12,east,11SN15,40,30,30,100,ekwon,NA
nome,2012,25-May-12,east,11SN16,40,30,30,100,ekwon,NA
nome,2012,6-Jun-12,central,11SN06,0,50,50,100,ekwon,NA
nome,2012,6-Jun-12,east,11SN18,0,50,50,100,ekwon,NA
nome,2012,22-Jun-12,east,11SN18,0,50,50,100,ekwon,NA
nome,2013,21-May-13,central,13SN05,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,central,13SN06,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,central,13SN07,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,central,13SN08,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,central,13SN09,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,central,13SN10,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,central,13SN11,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,east,13SN12,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,east,13SN13,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,east,13SN14,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,east,13SN15,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,east,13SN16,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,east,13SN17,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,east,13SN18,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,east,13SN19,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,east,13SN20,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,west,13SN01,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,west,13SN02,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,west,13SN03,100,0,0,100,ebkwon,NA
nome,2013,21-May-13,west,13SN04,100,0,0,100,ebkwon,NA
nome,2013,31-May-13,west,13SN02,0,50,50,100,ebkwon,NA
nome,2013,16-Jun-13,west,13SN02,0,50,50,100,ebkwon,NA
nome,2013,23-Jun-13,central,13SN08,0,50,50,100,ebkwon,NA
nome,2013,23-Jun-13,east,13SN12,0,50,50,100,ebkwon,NA
nome,2013,23-Jun-13,west,13SN02,0,50,50,100,ebkwon,NA
nome,2013,2-Jul-13,central,13SN08,0,50,50,100,ebkwon,NA
prba,2011,3-Jun-11,10,8,70,15,15,100,not recorded,NA
prba,2011,3-Jun-11,2,37,0,50,50,100,not recorded,NA
prba,2011,4-Jun-11,11,14,50,25,25,100,not recorded,NA
prba,2011,4-Jun-11,11,2,30,35,35,100,not recorded,NA
prba,2011,4-Jun-11,11,25,20,40,40,100,not recorded,NA
prba,2011,4-Jun-11,11,8,60,20,20,100,not recorded,NA
prba,2011,4-Jun-11,12,16,20,40,40,100,not recorded,NA
prba,2011,4-Jun-11,12,21,50,25,25,100,not recorded,NA
prba,2011,4-Jun-11,12,9,80,10,10,100,not recorded,NA
prba,2011,4-Jun-11,7,37,0,50,50,100,not recorded,NA
prba,2011,4-Jun-11,8,36,0,50,50,100,not recorded,NA
prba,2011,5-Jun-11,5,28,20,40,40,100,not recorded,NA
prba,2011,5-Jun-11,5,38,10,45,45,100,not recorded,NA
